case,current_density_A_cm2,target_voltage_V,model_voltage_V,residual_V
pressao_1atm,0.0397,0.9642467741935484,0.9653637774698051,0.001117003276256634
pressao_1atm,0.0496,0.9542767025089606,0.957098476731082,0.002821774222121376
pressao_1atm,0.0595,0.946236559139785,0.9499461243652623,0.0037095652254772737
pressao_1atm,0.0693999999999999,0.9419354838709678,0.943559818730007,0.0016243348590392337
pressao_1atm,0.0793,0.9359250896057348,0.93773220417304,0.0018071145673052014
pressao_1atm,0.0891999999999999,0.9311827956989248,0.9323293567686731,0.0011465610697483086
pressao_1atm,0.0990999999999999,0.9263614695340504,0.9272597080815187,0.0008982385474682886
pressao_1atm,0.1089999999999999,0.9225806451612903,0.9224578450082725,-0.00012280015301779912
pressao_1atm,0.1188999999999999,0.9182795698924732,0.917875382140773,-0.00040418775170014687
pressao_1atm,0.1288,0.913978494623656,0.91347549716738,-0.000502997456276022
pressao_1atm,0.1387,0.9099745519713264,0.9092294955736216,-0.0007450563977047242
pressao_1atm,0.1486,0.9060078853046596,0.9051145624912538,-0.0008933228134058169
pressao_1atm,0.1585,0.9020412186379928,0.9011122410340173,-0.0009289776039754782
pressao_1atm,0.1684,0.8980745519713261,0.8972073723961655,-0.0008671795751605815
pressao_1atm,0.1783,0.8941078853046596,0.8933873391135584,-0.000720546191101179
pressao_1atm,0.1881999999999999,0.8903225806451613,0.8896415130124548,-0.000681067632706589
pressao_1atm,0.1981,0.8861745519713262,0.8859608447796438,-0.0002137071916824551
pressao_1atm,0.208,0.8822078853046595,0.8823375536536038,0.00012966834894423407
pressao_1atm,0.2178999999999999,0.8795698924731183,0.8787648892652961,-0.0008050032078222857
pressao_1atm,0.2278,0.8752688172043012,0.8752369463691737,-3.187083512745659e-05
pressao_1atm,0.2377,0.8727883512544803,0.87174851894753,-0.0010398323069502613
