case,current_density_A_cm2,current_A,E_nernst_V,V_act_V,V_ohm_V,V_conc_V,V_cell_V,V_stack_V,P_stack_W,efficiency_percent,temperature_K,air_pressure_atm
T_373,0.29583333333333334,68.63333333333334,1.1638484646298433,0.23043945270156635,0.0565921067210564,0.017778681833945972,0.8590382233732746,35.22056715830426,2417.3049259649497,48.659174757496615,373.15,5.0
T_373,0.3,69.6,1.1638484646298433,0.23082255659997414,0.05738917864670508,0.017998602985587947,0.857638126397576,35.163163182300615,2447.356157488123,48.57986796815441,373.15,5.0
T_373,0.30416666666666664,70.56666666666666,1.1638484646298433,0.23120037613794842,0.058186250572353757,0.0182212445477413,0.8562405933717998,35.10586432824379,2477.303826096403,48.500706410635374,373.15,5.0
T_373,0.30833333333333335,71.53333333333333,1.1638484646298433,0.231573055114357,0.05898332249800245,0.01844664017170922,0.8548454468457746,35.04866332067676,2507.147716205744,48.42168003349048,373.15,5.0
T_373,0.3125,72.5,1.1638484646298433,0.2319407315371544,0.05978039442365113,0.01867482392505934,0.8534525147439783,34.99155310450311,2536.887600076476,48.34277908971119,373.15,5.0
T_373,0.31666666666666665,73.46666666666667,1.1638484646298433,0.2323035379302078,0.0605774663492998,0.018905830296772928,0.8520616300535626,34.93452683219607,2566.523237938671,48.26399411905797,373.15,5.0
T_373,0.3208333333333333,74.43333333333332,1.1638484646298433,0.23266160162006833,0.06137453827494848,0.01913969420245773,0.8506726305323687,34.87757785182712,2596.0543781043316,48.18531593152116,373.15,5.0
T_373,0.325,75.4,1.1638484646298433,0.2330150450042382,0.06217161020059717,0.019376450989625316,0.8492853584353826,34.820699695850685,2625.480757067142,48.1067355918264,373.15,5.0
T_373,0.32916666666666666,76.36666666666666,1.1638484646298433,0.23336398580235002,0.06296868212624585,0.019616136443033696,0.8478996602582137,34.763886070586764,2654.802099590476,48.02824440490432,373.15,5.0
T_373,0.3333333333333333,77.33333333333333,1.1638484646298433,0.23370853729154734,0.06376575405189452,0.019858786790096047,0.8465153864963054,34.70713084634852,2684.0181187842854,47.949833902251235,373.15,5.0
T_373,0.3375,78.30000000000001,1.1638484646298433,0.2340488085272439,0.06456282597754322,0.020104438706356312,0.8451323914186998,34.65042804816669,2713.1285161714522,47.87149582911438,373.15,5.0
